100
city0 city1 city2 city3 city4 city5 city6 city7 city8 city9 city10 city11 city12 city13 city14 city15 city16 city17 city18 city19 city20 city21 city22 city23 city24 city25 city26 city27 city28 city29 city30 city31 city32 city33 city34 city35 city36 city37 city38 city39 city40 city41 city42 city43 city44 city45 city46 city47 city48 city49 city50 city51 city52 city53 city54 city55 city56 city57 city58 city59 city60 city61 city62 city63 city64 city65 city66 city67 city68 city69 city70 city71 city72 city73 city74 city75 city76 city77 city78 city79 city80 city81 city82 city83 city84 city85 city86 city87 city88 city89 city90 city91 city92 city93 city94 city95 city96 city97 city98 city99 
68 3 66 82 44 11 9 90 59 85 22 7 87 88 72 91 73 19 74 54 82 63 97 14 52 16 5 86 34 65 5 38 54 85 34 73 22 45 71 58 89 30 98 41 24 2 44 77 32 1 49 14 54 12 94 33 52 15 100 17 13 35 50 53 13 42 0 47 5 35 67 47 15 6 49 21 20 47 54 5 54 99 18 61 86 91 67 66 6 69 92 85 29 61 34 58 25 36 53 31 
42 60 21 16 45 79 59 85 39 84 39 38 36 31 83 16 81 22 26 53 5 47 13 5 46 26 45 50 95 30 33 10 17 30 62 34 31 47 33 84 74 40 81 36 88 71 90 30 61 22 98 90 64 45 22 6 16 14 35 100 38 16 65 59 12 84 47 0 74 34 28 10 84 52 7 99 74 59 28 96 81 93 96 42 51 58 34 57 79 3 49 44 60 6 23 70 62 16 84 50 
92 79 44 62 22 19 99 84 34 96 10 73 69 4 65 46 50 51 47 43 45 56 60 69 86 2 69 48 7 88 36 10 65 34 52 41 26 25 47 1 39 32 22 18 25 85 16 45 53 20 71 68 20 75 88 31 46 17 45 100 63 86 16 22 3 42 5 74 0 71 84 81 38 83 14 28 16 38 60 22 31 22 10 94 92 48 91 85 91 61 47 15 90 26 83 37 26 63 25 76 
46 4 31 21 26 35 22 34 36 88 94 28 49 25 93 19 1 45 32 87 96 9 54 98 93 22 20 8 72 23 62 92 53 52 24 66 57 81 62 66 24 1 29 36 54 13 83 77 58 90 93 100 77 62 43 32 61 1 39 81 21 46 30 69 42 63 35 34 71 0 31 80 33 40 70 81 69 46 17 49 12 98 100 49 94 32 22 66 12 69 34 65 71 91 90 59 1 55 87 26 
38 59 7 12 15 48 94 30 88 81 86 65 35 77 16 19 85 48 49 48 56 33 82 38 28 97 60 25 100 54 2 42 5 30 16 66 51 33 84 20 97 40 79 39 42 4 7 21 71 50 6 25 79 88 85 30 40 99 74 39 16 3 42 86 64 12 67 28 84 31 0 82 50 68 40 6 84 69 98 69 7 94 98 7 89 87 37 7 41 74 60 1 50 31 43 1 68 3 64 94 
50 24 84 6 48 14 87 85 10 35 1 71 40 58 69 57 86 93 23 34 36 84 28 100 62 91 36 1 80 74 7 86 46 10 37 82 40 100 2 8 96 20 85 28 56 61 34 53 1 4 89 99 76 70 5 91 44 58 58 20 76 50 91 47 99 68 47 10 81 80 82 0 63 71 56 83 11 98 19 85 59 14 96 19 89 97 78 66 18 67 28 99 13 82 5 23 73 35 32 92 
41 32 71 55 36 4 46 10 15 33 18 31 19 33 14 91 62 33 36 18 46 22 19 6 34 22 47 71 89 95 9 28 36 78 76 6 51 43 55 19 91 25 80 66 55 72 23 45 68 10 11 73 53 75 78 98 71 42 68 42 18 69 66 22 56 28 15 84 38 33 50 63 0 77 62 26 60 26 19 21 88 7 43 69 87 7 96 1 3 61 74 83 89 89 70 75 50 16 2 63 
63 64 79 20 52 42 16 77 69 22 99 88 32 40 40 53 31 75 82 43 19 1 1 35 7 81 91 24 100 69 86 35 56 45 45 9 1 20 19 50 48 81 100 49 85 20 33 41 89 71 98 34 41 23 46 41 28 51 83 48 100 51 31 97 5 32 6 52 83 40 68 71 77 0 52 15 26 48 78 92 52 30 53 13 58 68 7 85 70 19 2 76 64 96 41 36 18 11 54 72 
24 11 72 79 94 91 54 35 67 48 14 23 46 75 89 23 78 20 84 67 6 95 47 25 42 90 99 98 67 61 92 74 66 6 7 39 97 19 63 45 27 16 94 24 70 25 19 70 73 71 62 16 26 30 95 38 96 31 50 1 2 95 62 4 93 60 49 7 14 70 40 56 62 52 0 13 97 22 82 39 28 94 68 66 60 15 64 90 44 86 8 71 1 39 37 29 19 64 56 38 
32 5 96 95 51 50 52 82 99 46 76 46 85 34 1 100 68 98 10 42 32 100 99 75 88 60 63 46 30 60 25 68 67 69 28 95 50 97 43 24 97 18 12 69 49 82 34 75 89 85 69 69 26 5 45 22 61 12 23 52 1 43 31 26 31 52 21 99 28 81 6 83 26 15 13 0 40 38 66 33 31 52 41 20 28 91 50 3 49 2 96 24 42 12 66 15 14 75 27 41 
28 21 6 28 38 11 84 4 38 84 42 36 22 78 79 81 35 12 30 54 31 9 31 49 33 42 71 17 64 19 16 85 10 75 42 86 9 61 49 86 79 2 72 6 2 97 73 10 32 88 71 26 85 3 28 47 89 53 98 90 96 99 52 19 74 58 20 74 16 69 84 11 60 26 97 40 0 44 53 20 23 17 4 28 11 68 21 12 27 86 53 99 15 85 6 59 59 93 97 89 
58 59 20 46 2 90 17 57 40 26 26 33 79 22 17 63 88 9 39 31 6 91 100 70 8 54 14 57 86 84 49 94 100 63 7 67 36 20 72 65 100 9 48 15 15 13 8 23 28 93 21 100 99 72 87 93 53 18 25 89 94 90 89 15 97 69 47 59 38 46 69 98 26 48 22 38 44 0 14 38 48 95 56 72 27 6 57 58 61 20 36 52 6 48 13 100 80 85 29 55 
33 59 89 45 5 31 28 50 20 69 75 2 62 56 67 28 14 63 81 19 29 90 14 42 24 97 32 41 32 36 33 83 83 51 45 53 58 2 69 34 74 95 20 27 84 34 83 13 37 26 53 13 25 46 97 3 74 59 6 78 59 12 82 51 71 81 54 28 60 17 98 19 19 78 82 66 53 14 0 67 8 39 56 15 91 12 34 8 58 47 61 65 45 56 73 28 70 82 52 64 
51 48 59 40 6 82 69 15 2 17 95 68 46 68 40 64 1 75 45 100 26 81 18 25 50 87 75 58 86 16 59 76 31 83 12 38 71 63 92 29 62 13 97 77 1 59 72 92 49 23 99 51 59 29 46 43 39 61 74 78 94 96 5 14 33 26 5 96 22 49 69 85 21 92 39 33 20 38 67 0 97 89 53 43 42 84 67 8 64 14 53 78 12 72 27 93 87 49 62 68 
16 64 18 18 100 52 44 39 83 55 88 13 13 23 38 75 92 9 19 52 78 24 53 12 31 90 2 16 88 29 30 22 88 64 28 89 78 15 47 76 83 32 40 20 70 48 63 7 61 53 6 62 21 81 42 51 40 39 25 52 6 41 90 26 83 5 54 81 31 12 7 59 88 52 28 31 23 48 8 97 0 76 57 51 65 54 56 28 47 97 72 24 76 3 56 22 76 41 11 37 
28 26 1 49 76 31 58 14 97 17 93 6 52 8 31 4 48 53 56 85 36 95 47 91 37 48 6 8 79 59 82 47 100 23 93 14 9 53 42 92 77 25 58 9 47 59 33 64 28 32 42 80 38 1 38 10 51 55 41 98 28 80 47 40 39 82 99 93 22 98 94 14 7 30 94 52 17 95 39 89 76 0 46 50 67 40 58 87 91 90 96 61 85 1 26 41 25 25 81 62 
64 14 32 87 61 67 50 23 61 84 74 67 7 47 75 9 47 71 21 67 70 79 28 39 85 60 68 79 31 22 92 91 94 45 10 8 41 24 23 48 51 26 63 83 70 41 2 56 6 27 88 64 80 67 79 46 10 87 7 21 44 7 43 62 84 39 18 96 10 100 98 96 43 53 68 41 4 56 56 53 57 46 0 29 75 27 22 44 69 95 21 65 7 62 11 90 47 2 54 20 
61 17 82 78 34 29 85 4 45 77 75 9 36 3 36 42 87 94 21 15 45 58 13 5 97 92 7 27 17 84 34 12 77 6 66 7 99 19 20 92 25 68 51 35 96 76 76 95 88 66 63 40 9 61 83 87 96 23 36 49 60 20 39 67 74 51 61 42 94 49 7 19 69 13 66 20 28 72 15 43 51 50 29 0 93 43 62 36 27 5 74 18 59 18 57 37 88 82 28 14 
84 48 24 82 64 45 50 27 41 63 92 30 99 99 79 28 26 61 70 81 24 48 3 66 83 24 56 88 8 10 31 92 12 45 45 76 90 6 57 25 18 57 49 61 81 51 89 67 68 79 74 44 49 33 77 64 99 36 17 58 81 67 62 92 34 30 86 51 92 94 89 89 87 58 60 28 11 27 91 42 65 67 75 93 0 30 2 13 87 20 89 68 98 66 89 44 18 3 92 7 
9 87 38 4 24 2 42 46 31 95 1 94 55 95 5 43 25 70 82 44 28 2 3 24 39 62 35 2 6 1 33 57 37 11 18 94 78 93 11 91 9 76 90 70 92 40 36 7 40 74 70 74 45 28 96 37 96 3 17 8 23 65 49 9 73 9 91 58 48 32 87 97 7 68 15 91 68 6 12 84 54 40 27 43 30 0 61 32 11 20 68 71 95 40 47 94 83 94 92 86 
43 21 26 82 19 89 52 53 58 66 76 31 52 3 51 89 48 73 91 20 18 94 61 57 93 94 100 33 50 74 44 34 45 57 87 26 65 1 33 23 46 54 10 96 48 9 20 35 37 24 45 83 91 76 47 40 49 66 63 69 20 70 83 14 88 41 67 34 91 22 37 78 96 7 64 50 21 57 34 67 56 58 22 62 2 61 0 78 50 28 76 20 60 2 69 47 72 97 53 51 
75 79 38 1 49 94 59 58 72 59 83 18 66 7 21 13 5 3 98 37 44 17 79 7 25 16 74 61 79 37 20 9 89 83 22 17 24 13 87 71 67 43 69 59 77 63 47 82 54 5 39 98 23 96 12 16 88 22 38 5 79 41 65 67 95 32 66 57 85 66 7 66 1 85 90 3 12 58 8 8 28 87 44 36 13 32 78 0 40 89 64 56 24 24 15 22 41 21 10 5 
8 84 16 78 95 81 56 69 35 84 12 17 4 49 1 42 61 74 24 90 33 24 88 79 40 4 38 91 64 78 2 4 14 31 15 100 99 4 99 18 91 69 75 93 49 7 85 49 27 68 36 8 78 72 6 31 21 46 59 60 99 43 9 78 67 34 6 79 91 12 41 18 3 70 44 49 27 61 58 64 47 91 69 27 87 11 50 40 0 62 13 98 16 16 14 29 2 2 27 41 
11 78 85 76 36 77 41 49 30 91 34 68 38 24 46 4 95 87 35 53 76 42 26 2 56 5 79 92 34 61 26 27 26 91 90 8 36 48 20 84 15 29 14 49 27 41 28 10 67 66 66 88 74 77 51 54 54 30 10 44 1 72 12 79 64 89 69 3 61 69 74 67 61 19 86 2 86 20 47 14 97 90 95 5 20 20 28 89 62 0 75 28 97 10 97 95 36 56 70 73 
11 98 98 6 13 57 57 31 32 35 2 72 39 57 66 37 70 25 87 73 3 53 72 81 26 81 9 100 38 68 29 13 32 85 94 59 41 88 89 78 60 60 31 31 77 41 39 92 61 77 61 95 29 38 54 86 40 28 29 97 5 69 97 76 14 84 92 49 47 34 60 28 74 2 8 96 53 36 61 53 72 96 21 74 89 68 76 64 13 75 0 66 23 54 27 19 26 80 35 54 
91 73 39 72 94 97 74 62 9 17 1 40 28 98 73 79 90 73 94 59 100 79 67 11 43 96 68 78 55 55 93 3 27 95 46 75 49 84 45 82 76 71 48 19 99 68 95 73 68 39 92 90 69 61 13 1 13 35 78 76 18 91 48 91 41 6 85 44 15 65 1 99 83 76 71 24 99 52 65 78 24 61 65 18 68 71 20 56 98 28 66 0 59 3 66 3 74 79 64 66 
6 11 29 14 21 83 33 67 88 32 65 2 81 86 3 74 54 95 28 89 55 3 67 69 48 72 38 34 13 63 21 2 56 86 87 18 42 64 49 33 68 54 47 14 95 8 76 67 30 83 9 3 95 72 7 99 56 45 45 25 79 2 32 41 4 26 29 60 90 71 50 13 89 64 1 42 15 6 45 12 76 85 7 59 98 95 60 24 16 97 23 59 0 32 86 44 48 15 31 46 
42 40 89 40 78 73 53 97 83 72 86 30 85 48 69 40 100 16 23 43 13 8 32 49 55 72 91 10 59 26 28 69 65 56 6 90 8 56 97 24 42 50 35 85 27 87 12 23 70 59 12 1 5 86 4 63 9 23 41 2 38 13 48 20 92 49 61 6 26 91 31 82 89 96 39 12 85 48 56 72 3 1 62 18 66 40 2 24 16 10 54 3 32 0 82 97 7 8 22 7 
28 85 56 96 86 50 39 56 16 42 57 10 20 28 63 49 80 44 32 52 52 97 99 80 39 7 92 2 14 82 52 70 87 78 43 42 56 36 59 100 62 81 75 85 39 14 57 94 74 72 32 53 54 100 24 1 37 1 67 93 47 65 4 82 53 10 34 23 83 90 43 5 70 41 37 66 6 13 73 27 56 26 11 57 89 47 69 15 14 97 27 66 86 82 0 28 89 74 68 27 
16 100 23 34 69 30 44 17 29 62 91 25 42 48 48 20 82 83 90 6 4 50 91 92 69 46 18 46 68 71 39 87 26 3 83 96 29 56 97 21 42 14 47 79 28 4 25 87 87 66 98 69 17 19 45 5 64 80 16 73 44 8 18 27 18 81 58 70 37 59 1 23 75 36 29 15 59 100 28 93 22 41 90 37 44 94 47 22 29 95 19 3 44 97 28 0 18 100 50 58 
86 12 67 55 55 43 44 1 51 67 10 35 99 1 83 17 86 94 54 25 22 49 12 76 44 4 24 17 24 86 4 13 18 85 70 8 67 5 85 82 66 73 31 61 88 16 46 94 22 43 66 50 59 49 67 71 97 94 4 68 84 61 15 45 16 15 25 62 26 1 68 73 50 18 19 14 59 80 70 87 76 25 47 88 18 83 72 41 2 36 26 74 48 7 89 18 0 67 18 97 
40 95 61 32 54 66 38 91 72 28 98 61 85 92 100 92 41 91 7 14 99 24 91 63 26 22 96 47 79 55 2 24 14 99 47 88 79 13 19 83 85 15 57 20 59 28 31 2 27 93 67 25 45 56 3 20 89 85 22 57 36 69 100 11 14 9 36 16 63 55 3 35 16 11 64 75 93 85 82 49 41 25 2 82 3 94 97 21 2 56 80 79 15 8 74 100 67 0 66 47 
65 88 30 19 12 3 23 43 88 43 98 89 73 39 14 34 49 32 51 97 60 10 30 18 25 7 22 90 26 39 10 70 82 40 8 30 14 55 86 51 94 50 95 3 9 35 28 73 8 97 43 73 51 9 20 22 84 28 74 6 45 59 76 45 92 35 53 84 25 87 64 32 2 54 56 27 97 29 52 62 11 81 54 28 92 92 53 10 27 70 35 64 31 22 68 50 18 66 0 81 
9 63 51 25 16 100 71 56 12 22 81 38 70 8 36 67 93 83 50 7 95 25 45 71 60 34 57 94 92 23 6 88 58 99 29 47 21 98 30 75 90 60 65 80 73 70 9 18 64 23 19 84 78 21 79 55 65 48 4 25 27 64 92 93 93 55 31 50 76 26 94 92 63 72 38 41 89 55 64 68 37 62 20 14 7 86 51 5 41 73 54 66 46 7 27 58 97 47 81 0 
